,index,0
30672,cortaderia,1
30673,selloana,1
30674,schult,1
30675,schultf,1
30676,asch,1
30677,graebn,1
30678,danthonioideae,1
30679,danthonieae,1
30680,acores,1
30681,lagunage,1
30682,calamagrostis,2
30683,epigejos,1
30684,roth,5
30685,poaceae,3
30686,rhizome,3
30687,ammophila,1
30688,arenaria,1
30689,oyat,1
30690,nattes,2
30691,typha,1
30692,latifolia,1
30693,massette,1
30694,quenouille,2
30695,cotonneuse,1
30696,absorbantes,2
30697,typhas,1
30698,tresser,2
30699,vanneries,2
30700,circulable,1
30701,boueuses,3
30702,totora,1
30703,caballitos,1
30704,macrophyte,1
30705,courtecuisse,2
30706,douai,14
30707,mycologue,1
30708,mycologique,1
30709,servitude,6
30710,foudroie,1
30711,atteler,4
30712,lykourguos,1
30713,phrynichos,1
30714,perdues,12
30715,expirer,2
30716,intercepter,5
30717,thanatos,1
30718,admirant,1
30719,surpassa,1
30720,augias,11
30721,hyrmina,1
30722,phorbas,2
30723,argonautiques,2
30724,estima,5
30725,redevinrent,1
30726,saines,3
30727,chassa,2
30728,argolide,5
30729,nauplie,2
30730,arg,2
30731,argyros,1
30732,acropoles,1
30733,aspis,1
30734,matia,1
30735,erasinos,2
30736,amymoni,1
30737,citronniers,2
30738,extensif,1
30739,ovin,3
30740,danaos,1
30741,tirynthe,2
30742,obscurs,3
30743,supplanta,1
30744,pheidon,2
30745,laconien,1
30746,pyrrhus,1
30747,attaqua,10
30748,gonatas,1
30749,tuile,2
30750,aristomachos,1
30751,nabis,2
30752,inachides,1
30753,abantides,1
30754,anaxagoras,1
30755,bias,1
30756,anaxagorides,1
30757,melampides,1
30758,biasides,1
30759,thaumaturge,1
30760,mistra,2
30761,conquirent,3
30762,vendirent,1
30763,despote,3
30764,vendit,7
30765,patras,2
30766,tripolizza,2
30767,kehaya,1
30768,bey,5
30769,pacha,19
30770,ahmet,1
30771,moustapha,1
30772,spetses,1
30773,hydra,2
30774,laskarina,1
30775,bouboulina,1
30776,khursit,1
30777,mahmud,1
30778,dramali,2
30779,ibrahim,9
30780,pallikares,1
30781,arvanites,1
30782,albanaise,2
30783,vollgraff,1
30784,hippocoon,1
30785,pylos,2
30786,chloris,1
30787,chromios,1
30788,iphitos,1
30789,isthme,5
30790,olivet,3
30791,colchis,1
30792,kolchis,2
30793,laze,1
30794,khalkos,1
30795,karthli,1
30796,ratcha,1
30797,abkhazie,2
30798,gourie,1
30799,adjarie,1
30800,trabzon,1
30801,artvin,2
30802,colches,2
30803,corax,1
30804,bzybi,1
30805,moschici,1
30806,rioni,1
30807,pitsounda,2
30808,colche,2
30809,chobus,1
30810,cobus,1
30811,singame,1
30812,tarsarouras,1
30813,hippus,1
30814,astelephus,1
30815,chrysorrhoas,1
30816,dioscourias,1
30817,soukhoumi,2
30818,sarapana,1
30819,chorapan,1
30820,phasis,1
30821,poti,1
30822,pityus,1
30823,apsaros,1
30824,gonio,1
30825,surium,1
30826,vani,1
30827,nokalakevi,1
30828,macheiresis,1
30829,cyta,1
30830,cutatisium,1
30831,protohistoire,3
30832,kolkhys,1
30833,kobane,1
30834,colchique,3
30835,moulage,6
30836,machelonites,1
30837,heniochites,1
30838,zydretes,1
30839,lazes,1
30840,tibarenites,1
30841,mossyneques,1
30842,abasques,1
30843,sanigetes,1
30844,geloniens,1
30845,colchides,2
30846,colones,1
30847,apollonius,3
30848,egyptiens,1
30849,colchida,1
30850,diascourias,1
30851,toumanoff,1
30852,pharnabazides,1
30853,fabuleuse,3
30854,mekvena,1
30855,ceintures,2
30856,haches,3
30857,cadmus,2
30858,lacertidae,4
30859,sauriens,1
30860,communement,1
30861,nicolaus,3
30862,oppel,3
30863,diurnes,3
30864,agiles,1
30865,podarcis,2
30866,muralis,1
30867,grimpeuse,1
30868,gallotiinae,1
30869,cano,3
30870,baez,1
30871,jurado,1
30872,gallotia,1
30873,psammodromus,1
30874,lacertinae,1
30875,lacertini,1
30876,algyroides,1
30877,anatololacerta,1
30878,apathya,1
30879,archaeolacerta,1
30880,dalmatolacerta,1
30881,darevskia,1
30882,dinarolacerta,1
30883,hellenolacerta,1
30884,iberolacerta,1
30885,iranolacerta,1
30886,lacerta,1
30887,parvilacerta,1
30888,scelarcis,1
30889,takydromus,1
30890,teira,1
30891,zootoca,1
30892,eremiadini,1
30893,shcherbak,1
30894,adolfus,1
30895,atlantolacerta,1
30896,eremias,1
30897,gastropholis,1
30898,heliobolus,1
30899,holaspis,1
30900,ichnotropis,1
30901,latastia,1
30902,meroles,1
30903,mesalina,1
30904,nucras,1
30905,omanosaura,1
30906,ophisops,1
30907,philochortus,1
30908,pedioplanis,1
30909,poromera,1
30910,pseuderemias,1
30911,tropidosaura,1
30912,moniale,3
30913,monachus,1
30914,monakhos,1
30915,monos,1
30916,anglicanne,1
30917,vendez,1
30918,donnez,1
30919,venez,1
30920,suivez,1
30921,moniales,4
30922,sequela,1
30923,christi,7
30924,prononcent,4
30925,contemplation,6
30926,gyrovagues,1
30927,erraient,1
30928,grammairiens,3
30929,lexicographes,1
30930,lexical,3
30931,lexicologie,1
30932,synchronie,3
30933,aimions,2
30934,able,1
30935,grammaticaux,2
30936,lemmes,3
30937,prononciations,3
30938,signifiants,1
30939,grammaticales,4
30940,etces,1
30941,chanteau,2
30942,chaingy,1
30943,saran,1
30944,kadmos,1
30945,cilix,1
30946,thasos,1
30947,billigmeier,1
30948,enterra,2
30949,allongerait,1
30950,tardaient,1
30951,sortirent,3
30952,labeur,7
30953,polydore,1
30954,inviolable,4
30955,livra,2
30956,bacchique,2
30957,croyaient,8
30958,ridiculiser,1
30959,espionner,1
30960,soldera,2
30961,illyrios,1
30962,illyrie,28
30963,phylarque,1
30964,naucratis,1
30965,cylices,1
30966,socrate,5
30967,simmias,1
30968,taxons,5
30969,lepiota,2
30970,macrolepiota,2
30971,chlorophyllum,2
30972,peluches,1
30973,coulissant,1
30974,bague,4
30975,mamelon,3
30976,squameux,2
30977,coulemelles,1
30978,echinoderma,1
30979,cystolepiota,1
30980,sericeomyces,1
30981,leucoagaricus,1
30982,leucocoprinus,1
30983,melanophyllum,1
30984,avertis,3
30985,ouranos,4
30986,cercopes,1
30987,titanide,1
30988,titans,8
30989,protogones,1
30990,nyx,1
30991,cosmogoniques,2
30992,orphiques,1
30993,benjamine,2
30994,titanides,1
30995,joignent,6
30996,titanomachie,1
30997,troupeaux,12
30998,assument,3
30999,amphitrite,1
31000,boigny,1
31001,combleux,1
31002,donnery,1
31003,marigny,1
31004,semoy,1
31005,romilly,20
31006,worms,31
31007,traductrice,2
31008,thucydide,10
31009,malvoisin,2
31010,bergson,132
31011,mard,1
31012,bauches,1
31013,desroches,1
31014,noblecourt,1
31015,accessit,1
31016,divorcera,1
31017,tournon,35
31018,assistante,5
31019,jurys,1
31020,fayard,8
31021,nikos,1
31022,aliagas,1
31023,apostrophes,1
31024,pivot,20
31025,noyaute,1
31026,inlassable,3
31027,pnyx,1
31028,chantraine,2
31029,cousteau,1
31030,palmes,8
31031,bianciotti,2
31032,maronite,2
31033,ambroise,11
31034,encausse,1
31035,fallois,1
31036,chatel,4
31037,montparnasse,6
31038,occuperont,1
31039,rancey,1
31040,perret,3
31041,domitius,5
31042,aurelianus,3
31043,pius,2
31044,augustus,13
31045,germanicus,59
31046,gothicus,1
31047,carpicus,1
31048,dacicus,1
31049,arabicus,1
31050,palmyrenus,1
31051,quintillus,3
31052,sirmium,7
31053,battit,7
31054,imperii,3
31055,probus,1
31056,pavie,6
31057,juthunges,1
31058,ravageaient,3
31059,ripuaire,3
31060,fraude,8
31061,rognage,1
31062,wahballat,1
31063,tetricus,5
31064,bateliers,3
31065,boulangers,6
31066,bouchers,9
31067,tyane,3
31068,chastagnol,2
31069,adorateurs,2
31070,platonisme,4
31071,desservi,18
31072,natalis,1
31073,invicti,1
31074,deus,7
31075,dominus,6
31076,natus,3
31077,shapur,1
31078,hormizd,1
31079,mnesteus,1
31080,assassinent,2
31081,claudius,13
31082,diviniser,1
31083,estive,2
31084,aop,7
31085,improprement,3
31086,vocale,9
31087,microphone,3
31088,ihm,1
31089,minker,1
31090,bennacef,1
31091,intonation,8
31092,biddulph,1
31093,balashek,1
31094,labs,1
31095,limitaient,2
31096,jelinek,1
31097,threshold,1
31098,vip,4
31099,maximise,1
31100,caler,3
31101,word,4
31102,error,2
31103,dissident,6
31104,soljenitsyne,2
31105,bordage,1
31106,dna,3
31107,gigabytes,1
31108,impraticables,2
31109,lycaonie,1
31110,pisidie,1
31111,pamphylie,2
31112,adana,7
31113,amanos,1
31114,khilakkou,1
31115,assyriennes,1
31116,phrygiens,1
31117,assyriens,4
31118,satrapie,4
31119,halys,1
31120,oronte,5
31121,seyhan,2
31122,ceyhan,2
31123,embouchures,2
31124,korakesion,1
31125,alanya,4
31126,tigrane,6
31127,kelenderis,1
31128,manavgat,1
31129,nehri,1
31130,tarsos,1
31131,mezitli,1
31132,solisoles,1
31133,pompeiopolis,2
31134,antalya,2
31135,mersin,2
31136,anamur,1
31137,erzin,1
31138,iskenderun,2
31139,hatay,4
31140,septime,2
31141,pescennius,1
31142,isaurie,2
31143,iconium,1
31144,konya,2
31145,cilicia,2
31146,prima,7
31147,soles,1
31148,secunda,7
31149,anazarbe,3
31150,mopsueste,6
31151,yakapinar,1
31152,christianise,1
31153,khosro,1
31154,contrebandiers,2
31155,caravisiens,1
31156,seleukeia,1
31157,reconquiert,4
31158,barrer,3
31159,sultanat,28
31160,roum,1
31161,philaretos,2
31162,brakhamios,2
31163,vassale,5
31164,mamelouks,8
31165,beylicats,1
31166,sultanats,1
31167,karamanides,1
31168,ramadanides,1
31169,dardel,1
31170,cilicienne,1
31171,janissaires,4
31172,eyalet,2
31173,mehemet,1
31174,nightwish,43
31175,kitee,2
31176,tarja,20
31177,turunen,10
31178,alyson,6
31179,anette,7
31180,olzon,8
31181,floor,8
31182,jansen,4
31183,revamp,1
31184,forever,6
31185,donockley,3
31186,endless,1
31187,forms,2
31188,jukka,10
31189,nevalainen,10
31190,kai,4
31191,hahto,3
31192,tuomas,27
31193,holopainen,18
31194,erno,1
31195,juhani,1
31196,emppu,5
31197,vuorinen,5
31198,antero,1
31199,vocalises,4
31200,intimistes,1
31201,logiques,9
31202,spinefarm,2
31203,sami,4
31204,tapio,2
31205,wilska,2
31206,finntroll,2
31207,guest,2
31208,nemo,7
31209,finlandaises,3
31210,eurovision,1
31211,nina,5
31212,promotionnel,2
31213,columbine,2
31214,ike,2
31215,babylon,8
31216,whores,1
31217,kakko,3
31218,sonata,4
31219,arctica,3
31220,tampere,2
31221,hietala,5
31222,tarot,1
31223,sinergy,1
31224,platine,8
31225,kohtalon,1
31226,kirja,1
31227,philharmonique,7
31228,pip,2
31229,finnois,4
31230,kuolema,2
31231,tekee,2
31232,taiteilijan,2
31233,discographie,7
31234,pink,6
31235,megadeth,5
31236,hartwall,3
31237,investissait,1
31238,soliste,18
31239,marcelo,3
31240,cabuli,1
31241,cruel,5
31242,auditions,4
31243,harder,1
31244,faster,2
31245,viimeinen,1
31246,jonsu,1
31247,indica,1
31248,paraitre,1
31249,celte,17
31250,cornemuse,4
31251,echo,1
31252,muuvi,1
31253,apocalyptica,1
31254,nyman,3
31255,entendue,4
31256,imaginaerum,1
31257,solar,3
31258,stobe,1
31259,harju,1
31260,occasionnelles,9
31261,affectait,2
31262,swallow,1
31263,wintersun,1
31264,wembley,1
31265,himos,1
31266,areena,1
31267,auri,2
31268,johanna,8
31269,kurkela,1
31270,decades,1
31271,devil,3
31272,ocean,2
31273,partitions,9
31274,helsing,3
31275,simons,1
31276,epica,1
31277,bogner,1
31278,sander,3
31279,gommans,1
31280,inspirait,2
31281,metalwings,1
31282,operatic,1
31283,contestent,6
31284,gothic,6
31285,kristine,2
31286,tragedy,2
31287,malentendu,1
31288,chanteuses,3
31289,rythmiques,3
31290,aigu,45
31291,solos,4
31292,musicalement,4
31293,tristania,1
31294,sins,2
31295,beloved,1
31296,doom,2
31297,contemplatives,1
31298,downtuned,1
31299,mentat,4
31300,mentats,3
31301,gilbertus,1
31302,alban,11
31303,erasme,1
31304,computation,1
31305,trames,1
31306,bene,3
31307,gesserit,1
31308,sourcils,3
31309,broussailleux,2
31310,rougies,1
31311,proscrite,3
31312,jihad,2
31313,thufir,1
31314,hawat,1
31315,piter,2
31316,vries,3
31317,teg,2
31318,ghola,1
31319,duncan,8
31320,idaho,4
31321,prana,2
31322,bindu,1
31323,gaspiller,1
31324,prescient,1
31325,bashar,1
31326,anticiper,5
31327,complots,6
31328,perverti,2
31329,tleilax,2
31330,illogiques,1
31331,cruels,3
31332,harkonnen,1
31333,tordu,1
31334,athamas,9
31335,hellen,1
31336,inviteraient,1
31337,alos,1
31338,athamantia,1
31339,supplient,1
31340,noie,3
31341,valerius,6
31342,flaccus,2
31343,chalciope,5
31344,bacchanale,1
31345,complote,1
31346,enfourchant,1
31347,frappa,4
31348,calypso,1
31349,quinson,32
31350,quinsonnais,1
31351,alluviale,4
31352,valensole,2
31353,cataclinal,1
31354,montmeyan,1
31355,ravin,1
31356,vauclare,2
31357,probabiliste,2
31358,ppr,2
31359,dicrim,1
31360,lambesc,3
31361,essaim,1
31362,msk,1
31363,dormeurs,1
31364,quinsoun,1
31365,mistralienne,5
31366,baumes,2
31367,lumley,1
31368,gagnepain,1
31369,gaillard,12
31370,outillage,2
31371,chauffage,16
31372,charrie,2
31373,tessons,1
31374,bouquetin,1
31375,aven,1
31376,celto,4
31377,chartes,17
31378,meuniers,1
31379,moustiers,1
31380,yolande,4
31381,barjols,2
31382,seigneuriaux,8
31383,roquette,2
31384,falloux,1
31385,duruy,4
31386,bagnards,1
31387,isoler,12
31388,durance,6
31389,agreste,2
31390,sau,2
31391,pierrevert,1
31392,altitudinale,1
31393,oliveraie,1
31394,salariant,1
31395,esparron,1
31396,kayaks,3
31397,baudinard,1
31398,naturiste,1
31399,tranchent,1
31400,foster,4
31401,antan,4
31402,castellane,5
31403,accolade,2
31404,dataient,3
31405,gypseries,1
31406,transagglo,2
31407,escalades,1
31408,boulistes,1
31409,chassezac,1
31410,estrade,3
31411,estrada,2
31412,strata,2
31413,regordane,1
31414,coseigneurie,1
31415,pares,2
31416,florissante,15
31417,cartelage,1
31418,entretenaient,4
31419,restrictives,3
31420,pariers,1
31421,gaucelmes,1
31422,seigneurial,6
31423,vidimus,1
31424,tarissement,1
31425,albespeyres,1
31426,fechner,1
31427,francen,1
31428,semeur,3
31429,dactyle,1
31430,ida,4
31431,carletti,2
31432,corbier,4
31433,galliano,2
31434,facette,1
31435,sitcoms,6
31436,rubriques,6
31437,sortiront,3
31438,tourneront,2
31439,samyn,1
31440,barrier,2
31441,spiero,1
31442,porry,1
31443,azoulay,4
31444,rediffusions,3
31445,stocks,10
31446,jem,1
31447,hologrammes,1
31448,jayce,1
31449,bisounours,1
31450,minipouss,1
31451,candy,1
31452,goldorak,1
31453,ranma,1
31454,bioman,1
31455,georgie,5
31456,nicky,7
31457,larson,1
31458,sailor,2
31459,moon,6
31460,livreront,2
31461,programmera,2
31462,robotech,1
31463,lucile,3
31464,coproductions,4
31465,avenutures,1
31466,bots,1
31467,baisers,2
31468,philo,3
31469,sketchs,5
31470,chantes,1
31471,gagnes,1
31472,zigouigoui,1
31473,splitch,1
31474,splatch,1
31475,splotch,1
31476,vlan,1
31477,seau,2
31478,cadeaux,10
31479,supers,2
31480,divertissantes,1
31481,klein,11
31482,chevalet,18
31483,horoscope,1
31484,majax,1
31485,bricolage,2
31486,choristes,2
31487,martine,18
31488,latorre,1
31489,chantereau,1
31490,windo,1
31491,rippert,1
31492,manuela,1
31493,lopez,7
31494,roch,7
31495,caignault,1
31496,babsi,1
31497,dupray,1
31498,mallaury,1
31499,nataf,1
31500,finiront,5
31501,monopoliser,2
31502,emmanuelle,2
31503,mottaz,1
31504,minet,1
31505,indra,3
31506,spip,1
31507,tps,3
31508,chantent,3
31509,cyber,3
31510,caritative,4
31511,zappeurs,1
31512,poussier,2
31513,plaignent,4
31514,agacent,1
31515,novateurs,2
31516,habillages,1
31517,brouille,4
31518,joubert,4
31519,usera,1
31520,concurrencer,11
31521,triplex,1
31522,spationaute,1
31523,aragatz,1
31524,cabu,1
31525,chauffour,1
31526,parodies,5
31527,twa,2
31528,faillit,8
31529,fumeur,2
31530,bottier,2
31531,confectionne,3
31532,chaussure,5
31533,sharpdevelop,8
31534,develop,2
31535,basic,84
31536,monodevelop,2
31537,studionet,1
31538,millenium,1
31539,wpf,1
31540,typescript,1
31541,extensible,1
31542,debogueur,1
31543,edit,2
31544,dataset,1
31545,entity,1
31546,permises,1
31547,hongkongais,8
31548,chow,2
31549,gangs,4
31550,tranquilles,4
31551,sing,2
31552,minable,2
31553,arnaquer,1
31554,kristol,8
31555,falls,2
31556,pratiquante,1
31557,commentary,1
31558,encounter,2
31559,glazer,1
31560,lyndon,3
31561,invoquait,1
31562,aprioriste,1
31563,batam,13
31564,riau,1
31565,kota,2
31566,sekupang,2
31567,batu,2
31568,ampar,1
31569,nongsa,2
31570,johor,1
31571,batamido,1
31572,yong,1
31573,rempang,1
31574,galang,1
31575,portuaires,10
31576,batuampar,1
31577,tanjung,1
31578,pinang,1
31579,hang,4
31580,nadim,1
31581,bth,1
31582,oaci,3
31583,widd,1
31584,singapourien,1
31585,marinir,1
31586,fusiliers,2
31587,setokok,1
31588,malacca,3
31589,viannay,7
31590,guyotat,1
31591,marocains,17
31592,mordkovitch,2
31593,indomnitus,1
31594,clandestine,10
31595,lusseyran,2
31596,frappent,9
31597,bourdet,4
31598,mln,1
31599,tanguy,6
31600,consultative,5
31601,richet,1
31602,cfj,3
31603,mollet,2
31604,psa,4
31605,hessel,2
31606,cordier,7
31607,martinet,7
31608,criantes,2
31609,galard,1
31610,lewino,1
31611,critiquer,13
31612,perdriel,2
31613,audacieuses,3
31614,amicaux,8
31615,proposerait,1
31616,delouvrier,1
31617,fauroux,1
31618,chaban,2
31619,delmas,7
31620,inscrivant,20
31621,deloriste,1
31622,giscardien,1
31623,initiateurs,6
31624,irresponsable,4
31625,cauvin,3
31626,gags,4
31627,spirou,8
31628,clifton,3
31629,angoisse,11
31630,nauru,2
31631,polysynodie,3
31632,corvisier,1
31633,choiseul,6
31634,duplication,3
31635,cpi,2
31636,crossover,3
31637,grobbendonk,2
31638,flandriens,2
31639,herentals,1
31640,informel,12
31641,adossait,1
31642,engrange,4
31643,bouquets,4
31644,gitane,1
31645,fame,23
31646,shuai,7
31647,jiao,7
31648,jiaodi,3
31649,chi,4
31650,jiaoli,6
31651,zhou,2
31652,frappes,3
31653,verrouillages,1
31654,qin,2
31655,affrontaient,1
31656,leitai,1
31657,mandchoue,2
31658,assura,4
31659,qing,8
31660,nanjing,1
31661,chiao,1
31662,giles,9
31663,swaijiao,1
31664,renvoyant,8
31665,esju,1
31666,references,1
31667,arendonk,1
31668,alfredo,7
31669,binda,2
31670,disputait,3
31671,morkhoven,1
31672,baracaldo,1
31673,vizcaya,2
31674,gardera,8
31675,sint,15
31676,antonius,18
31677,zoersel,1
31678,rottiers,1
31679,asse,1
31680,bielefeld,1
31681,geschiedenis,1
31682,kruistochten,1
31683,rebo,1
31684,bruyne,1
31685,mechelen,1
31686,uitgave,1
31687,kolff,1
31688,palaos,6
31689,leloup,26
31690,yoko,21
31691,tsuno,7
31692,trouveront,4
31693,fabriquais,1
31694,imaginais,1
31695,vulgarisation,9
31696,paquet,12
31697,machinistes,1
31698,dickens,3
31699,brillantine,1
31700,dalix,2
31701,maudite,5
31702,chromos,1
31703,fignole,1
31704,tintin,5
31705,iorix,1
31706,lefranc,2
31707,amusant,2
31708,roulante,2
31709,haddock,1
31710,castafiore,1
31711,autos,2
31712,carreidas,1
31713,bouffu,1
31714,rodin,35
31715,peyo,2
31716,schtroumpfs,1
31717,volait,1
31718,voulais,7
31719,admirateur,11
31720,tani,1
31721,pol,17
31722,pitron,1
31723,transistors,2
31724,scripte,1
31725,souri,1
31726,reviendrez,1
31727,coloriste,2
31728,prie,12
31729,tillieux,1
31730,superflue,1
31731,travelling,5
31732,tyo,1
31733,keum,1
31734,sook,1
31735,annick,6
31736,conteur,4
31737,passionnent,1
31738,astrologue,2
31739,poe,6
31740,duculot,1
31741,casterman,4
31742,valorise,4
31743,hallberg,1
31744,wotan,1
31745,musicienne,19
31746,haebler,1
31747,superflu,1
31748,croie,1
31749,oublions,3
31750,requerrait,1
31751,minangoy,2
31752,utopia,1
31753,catalans,3
31754,interviewent,1
31755,gari,2
31756,capitaliste,6
31757,relayer,2
31758,finissante,2
31759,subversives,1
31760,hold,3
31761,braquages,2
31762,revendiquant,8
31763,reniant,1
31764,payent,2
31765,rouillan,1
31766,zoellick,7
31767,condoleezza,4
31768,bush,39
31769,wolfowitz,5
31770,vulcains,1
31771,armitage,4
31772,hadley,1
31773,dov,1
31774,zakheim,1
31775,blackwill,1
31776,reagan,7
31777,bilderberg,2
31778,naperville,1
31779,illinois,22
31780,alena,3
31781,mortgage,1
31782,goldman,8
31783,sachs,6
31784,rumsfeld,2
31785,abrams,1
31786,zalmay,1
31787,khalilzad,1
31788,century,3
31789,recompte,1
31790,ogm,37
31791,harlan,1
31792,ullman,2
31793,cheney,2
31794,condolezza,1
31795,darfour,1
31796,mls,3
31797,abuja,3
31798,shaha,1
31799,riza,1
31800,leucospermie,5
31801,anormale,4
31802,infectieux,5
31803,leucocytes,4
31804,spermogramme,2
31805,lymphocytes,7
31806,mioml,1
31807,sanguins,6
31808,alcalin,2
31809,oxydatif,2
31810,contrebalance,1
31811,vivo,2
31812,submerger,2
31813,gonades,1
31814,hormonal,6
31815,halimah,2
31816,yacob,2
31817,pertuan,3
31818,negara,6
31819,amendement,20
31820,yusuf,7
31821,ishak,1
31822,sheares,1
31823,chengara,1
31824,veetil,1
31825,nair,2
31826,internal,1
31827,act,46
31828,religious,1
31829,harmony,2
31830,teng,2
31831,cheong,1
31832,sellapan,1
31833,ramanathan,1
31834,tan,9
31835,keng,3
31836,yam,5
31837,reclassement,1
31838,istana,1
31839,utilitaires,7
31840,fournitures,4
31841,requises,7
31842,chew,1
31843,guan,13
31844,khuan,1
31845,lim,1
31846,siong,1
31847,hochstadt,1
31848,cheng,1
31849,bock,1
31850,masturbation,99
31851,oxydatifs,1
31852,cil,4
31853,vbx,2
31854,comblera,2
31855,faisable,2
31856,flagrantes,1
31857,try,2
31858,catch,3
31859,piotta,14
31860,quinto,3
31861,cereda,1
31862,valascia,1
31863,montanara,1
31864,antagonisme,3
31865,pista,1
31866,cava,2
31867,successive,4
31868,ambri,1
31869,vedan,1
31870,officiait,2
31871,eissportverein,1
31872,evz,1
31873,catalyse,4
31874,efficience,1
31875,polluant,1
31876,collaboratif,3
31877,taylorienne,1
31878,velts,1
31879,ftp,17
31880,maquisards,14
31881,vouent,1
31882,lammerding,25
31883,lieb,1
31884,sperrle,1
31885,riposter,1
31886,regrettable,1
31887,incombe,4
31888,ratissage,2
31889,pendus,9
31890,kommando,2
31891,kommandeur,1
31892,korten,1
31893,lafont,1
31894,brehmer,4
31895,abattus,9
31896,chapou,3
31897,delarue,4
31898,kartheuser,14
31899,beaubatie,6
31900,bazooka,2
31901,hissent,1
31902,emportant,4
31903,partiel,13
31904,distinctif,8
31905,interrogatoire,5
31906,souilhac,6
31907,boutent,1
31908,chiffon,1
31909,penaud,2
31910,abattue,3
31911,bazookas,1
31912,kowatsch,9
31913,patrouillent,1
31914,fouillent,2
31915,maquisard,1
31916,aurel,4
31917,ptt,1
31918,souletie,1
31919,ganne,1
31920,schmald,16
31921,bossu,3
31922,chacal,1
31923,paula,4
31924,geissler,4
31925,espinasse,13
31926,soulier,6
31927,venin,10
31928,malchanceux,6
31929,bourdelle,3
31930,pendu,11
31931,kharkov,10
31932,kiev,41
31933,bouty,4
31934,hoff,5
31935,pendaisons,14
31936,vidant,1
31937,tivoli,1
31938,phonographe,5
31939,tullistes,2
31940,sauvetages,2
31941,brandt,6
31942,vogel,3
31943,lajugie,3
31944,vicinal,1
31945,prazan,1
31946,cueille,5
31947,nerf,10
31948,proclamations,3
31949,fosses,6
31950,martens,1
31951,terroriser,3
31952,inaction,4
31953,weidinger,11
31954,schneid,3
31955,elimar,1
31956,taege,3
31957,eberhard,2
31958,blesser,6
31959,gestapistes,1
31960,comparaissent,1
31961,reichmann,3
31962,schlewski,2
31963,retzer,2
31964,absolutrice,1
31965,hugonnaud,1
31966,curieusement,8
31967,omet,3
31968,auriol,3
31969,zentralstelle,2
31970,nrw,1
31971,bearbeitung,1
31972,tat,3
31973,trafics,11
31974,montalat,1
31975,gerbes,5
31976,oradour,6
31977,grenard,2
31978,arbitraire,12
31979,exhumations,1
31980,beubatie,1
31981,contrarier,1
31982,villepin,1
31983,poignants,1
31984,gaubusseau,4
31985,amouroux,2
31986,meyssignac,1
31987,demay,1
31988,helmut,11
31989,disqualifient,1
31990,continuation,8
31991,troublantes,1
31992,hyper,3
31993,amara,3
31994,canigou,6
31995,guifred,5
31996,casteil,1
31997,velu,1
31998,donations,9
31999,guisla,1
32000,alleu,2
32001,vernet,2
32002,oliba,1
32003,elne,2
32004,cuxa,4
32005,lagrasse,1
32006,sombrait,1
32007,commende,4
32008,carsalade,1
32009,renseigne,3
32010,cruciformes,3
32011,suffira,3
32012,couvrement,2
32013,voutes,2
32014,cryptes,1
32015,fermait,1
32016,coffrage,1
32017,modulaire,3
32018,monolithes,2
32019,cruciforme,1
32020,doubleau,2
32021,minimaliste,15
32022,dentelure,1
32023,saillies,3
32024,abbatiales,2
32025,appentis,3
32026,conventuels,5
32027,volumineuses,2
32028,drakula,1
32029,kostova,1
32030,schlittschuh,4
32031,lakers,14
32032,cotre,11
32033,voilier,4
32034,aurique,1
32035,focs,6
32036,foc,5
32037,trinquette,2
32038,longles,1
32039,bermudiennes,1
32040,trinquettele,1
32041,enrouleurs,1
32042,cotres,3
32043,flottes,14
32044,corsaire,7
32045,sloop,3
32046,hunier,4
32047,surcouf,1
32048,sloops,1
32049,boat,3
32050,livarde,1
32051,misaine,1
32052,quille,4
32053,tapecul,2
32054,yawl,1
32055,minier,11
32056,bourbince,1
32057,montceau,13
32058,blanzy,6
32059,chagot,4
32060,jarrot,1
32061,montcelliens,2
32062,jeannin,1
32063,pilule,14
32064,digoin,1
32065,gueugnon,1
32066,maugrand,2
32067,patronat,4
32068,polytechnicien,2
32069,coste,11
32070,bouveri,1
32071,victuailles,3
32072,retentissement,13
32073,commirent,1
32074,alouettes,2
32075,roulot,1
32076,informateurs,2
32077,michalovski,1
32078,informateur,6
32079,fondera,4
32080,calvaires,1
32081,montcellien,3
32082,grisou,1
32083,darcy,3
32084,plichon,3
32085,sanvignes,1
32086,redoutaient,1
32087,rcm,1
32088,rcmb,2
32089,fanion,4
32090,sochaux,2
32091,fcmb,1
32092,mathus,1
32093,tsb,1
32094,swing,4
32095,bretelles,3
32096,pauly,1
32097,benabar,1
32098,lavilliers,1
32099,bruel,1
32100,jamait,1
32101,bashung,1
32102,ruda,1
32103,croze,1
32104,olivia,2
32105,ruiz,2
32106,conservatoires,3
32107,allouis,6
32108,vicaria,1
32109,aladoiacus,1
32110,aloiacus,1
32111,aloi,2
32112,issoudun,3
32113,locataire,4
32114,strychnos,2
32115,spinosa,7
32116,loganiaceae,1
32117,corymbe,1
32118,oranges,5
32119,coque,15
32120,exocarpe,2
32121,pulpe,7
32122,strychnine,2
32123,gillet,14
32124,vertigo,11
32125,servais,7
32126,streiff,2
32127,jacarepagua,1
32128,janeiro,42
32129,joystick,1
32130,molding,1
32131,mercedes,99
32132,belgian,1
32133,gta,3
32134,soupapes,2
32135,romeo,18
32136,zagato,3
32137,corsa,1
32138,maserati,17
32139,mostro,1
32140,monocoque,2
